--- Pendolo di torsione ---
Tempo.Forzante.Pendolo.Ampiezza.Fase
0.000	1.466	-0.001	0.030	-80.505
0.020	6.292	-0.004	0.030	-79.640
0.040	10.982	-0.003	0.030	-79.150
0.060	15.542	-0.007	0.030	-79.114
0.080	19.841	-0.003	0.030	-79.277
0.100	23.854	-0.003	0.030	-79.721
0.120	27.559	-0.001	0.030	-80.326
0.140	30.792	-0.003	0.030	-81.056
0.160	33.547	0.002	0.030	-81.887
0.180	35.803	0.005	0.030	-82.712
0.200	37.553	0.003	0.030	-83.579
0.220	38.702	0.006	0.030	-84.504
0.240	39.290	0.011	0.030	-85.384
0.260	39.283	0.011	0.030	-86.153
0.280	38.695	0.013	0.030	-86.922
0.300	37.526	0.014	0.030	-87.667
0.320	35.790	0.021	0.030	-88.284
0.340	33.527	0.021	0.030	-88.809
0.360	30.745	0.025	0.031	-89.283
0.380	27.477	0.026	0.033	-89.602
0.400	23.827	0.028	0.035	-89.934
0.420	19.821	0.035	0.042	-90.258
0.440	15.514	0.032	0.042	-90.394
0.460	10.968	0.040	0.047	-90.551
0.480	6.251	0.038	0.047	-90.561
0.500	1.466	0.042	0.048	-90.618
0.520	-3.353	0.043	0.050	-90.567
0.540	-8.097	0.043	0.050	-90.550
0.560	-12.766	0.041	0.050	-90.521
0.580	-17.216	0.042	0.050	-90.600
0.600	-21.420	0.039	0.050	-90.616
0.620	-25.283	0.043	0.050	-90.736
0.640	-28.721	0.034	0.050	-90.788
0.660	-31.756	0.041	0.050	-90.926
0.680	-34.306	0.034	0.050	-91.014
0.700	-36.364	0.034	0.050	-91.144
0.720	-37.813	0.027	0.050	-91.258
0.740	-38.708	0.024	0.050	-91.370
0.760	-38.996	0.017	0.050	-91.453
0.780	-38.736	0.013	0.050	-91.474
0.800	-37.895	0.011	0.050	-91.463
0.820	-36.480	0.010	0.050	-91.342
0.840	-34.436	0.001	0.050	-91.232
0.860	-31.920	-0.002	0.050	-90.953
0.880	-28.933	-0.008	0.051	-90.647
0.900	-25.481	-0.005	0.051	-90.160
0.920	-21.612	-0.013	0.056	-89.732
0.940	-17.449	-0.016	0.059	-89.104
0.960	-13.005	-0.020	0.063	-88.534
0.980	-8.357	-0.022	0.065	-87.739
1.000	-3.613	-0.021	0.065	-86.996
1.020	1.234	-0.022	0.065	-86.179
1.040	6.060	-0.021	0.065	-85.509
1.060	10.770	-0.020	0.065	-84.821
1.080	15.330	-0.022	0.065	-84.221
1.100	19.636	-0.020	0.065	-83.571
1.120	23.649	-0.021	0.065	-83.072
1.140	27.375	-0.017	0.065	-82.578
1.160	30.642	-0.016	0.065	-82.238
1.180	33.445	-0.008	0.065	-81.920
1.200	35.721	-0.012	0.065	-81.601
1.220	37.471	-0.003	0.065	-81.601
1.240	38.654	-0.001	0.065	-81.550
1.260	39.269	0.006	0.065	-81.546
1.280	39.290	0.007	0.065	-81.583
1.300	38.722	0.018	0.065	-81.668
1.320	37.581	0.019	0.065	-81.752
1.340	35.885	0.028	0.065	-118.433
1.360	33.650	0.027	0.065	-118.090
1.380	30.888	0.036	0.065	-82.051
1.400	27.641	0.037	0.065	-82.096
1.420	23.998	0.041	0.065	-82.158
1.440	20.026	0.044	0.066	-82.189
1.460	15.719	0.052	0.074	-82.240
1.480	11.201	0.048	0.074	-82.210
1.500	6.470	0.054	0.077	-82.236
1.520	1.699	0.053	0.077	-82.227
1.540	-3.134	0.054	0.077	-82.261
1.560	-7.885	0.053	0.077	-82.299
1.580	-12.554	0.054	0.077	-82.382
1.600	-17.011	0.054	0.077	-82.463
1.620	-21.243	0.053	0.077	-116.203
1.640	-25.132	0.047	0.077	-116.055
1.660	-28.619	0.047	0.077	-115.837
1.680	-31.647	0.039	0.077	-115.599
1.700	-34.251	0.042	0.077	-115.289
1.720	-36.295	0.039	0.077	-114.961
1.740	-37.813	0.035	0.077	-114.575
1.760	-38.729	0.025	0.077	-114.148
1.780	-39.057	0.021	0.077	-113.661
1.800	-38.838	0.013	0.077	-113.162
1.820	-38.011	0.005	0.077	-112.643
1.840	-36.603	0.001	0.077	-112.140
1.860	-34.600	-0.008	0.077	-111.654
1.880	-32.112	-0.010	0.077	-111.202
1.900	-29.125	-0.020	0.077	-110.794
1.920	-25.707	-0.024	0.079	-110.446
