--- Pendolo di torsione ---
Tempo.Forzante.Pendolo.Ampiezza.Fase
0.000	4.785	-0.014	0.035	-94.161
0.020	9.481	-0.013	0.035	-94.258
0.040	14.103	-0.012	0.035	-94.322
0.060	18.484	-0.014	0.035	-94.351
0.080	22.593	-0.011	0.035	-94.281
0.100	26.380	-0.011	0.035	-94.317
0.120	29.757	-0.008	0.035	-94.254
0.140	32.648	-0.012	0.035	-94.151
0.160	35.075	-0.011	0.035	-94.005
0.180	36.989	-0.007	0.035	-93.788
0.200	38.350	-0.006	0.035	-93.505
0.220	39.143	-0.004	0.035	-93.146
0.240	39.348	-0.002	0.035	-92.811
0.260	38.992	0.003	0.035	-92.232
0.280	38.049	0.001	0.035	-91.590
0.300	36.538	0.005	0.035	-90.919
0.320	34.446	0.009	0.035	-90.206
0.340	31.910	0.012	0.035	-89.222
0.360	28.834	0.010	0.035	-88.303
0.380	25.354	0.016	0.035	-87.269
0.400	21.485	0.014	0.035	-86.196
0.420	17.302	0.021	0.035	-85.236
0.440	12.913	0.018	0.035	-84.116
0.460	8.292	0.026	0.040	-83.188
0.480	3.541	0.023	0.040	-82.135
0.500	-1.265	0.030	0.044	-81.249
0.520	-6.050	0.026	0.044	-80.346
0.540	-10.773	0.031	0.045	-79.695
0.560	-15.292	0.026	0.045	-79.036
0.580	-19.537	0.027	0.045	-78.620
0.600	-23.550	0.022	0.045	-78.267
0.620	-27.207	0.024	0.045	-78.108
0.640	-30.434	0.021	0.045	-78.017
0.660	-33.229	0.022	0.045	-78.036
0.680	-35.520	0.016	0.045	-78.128
0.700	-37.235	0.018	0.045	-78.295
0.720	-38.432	0.008	0.045	-78.530
0.740	-38.965	0.005	0.045	-78.771
0.760	-39.020	0.004	0.045	-79.043
0.780	-38.452	0.001	0.045	-79.328
0.800	-37.324	-0.002	0.045	-79.646
0.820	-35.602	-0.005	0.045	-79.918
0.840	-33.359	-0.015	0.047	-80.230
0.860	-30.611	-0.014	0.047	-80.389
0.880	-27.405	-0.021	0.052	-80.621
0.900	-23.789	-0.019	0.052	-80.707
0.920	-19.797	-0.026	0.057	-80.861
0.940	-15.531	-0.027	0.058	-80.914
0.960	-10.992	-0.032	0.063	-81.020
0.980	-6.289	-0.032	0.064	-81.041
1.000	-1.483	-0.035	0.066	-81.090
1.020	3.315	-0.035	0.066	-81.134
1.040	8.025	-0.035	0.066	-81.220
1.060	12.653	-0.034	0.066	-81.316
1.080	17.124	-0.036	0.067	-81.486
1.100	21.321	-0.034	0.067	-81.655
1.120	25.197	-0.032	0.067	-81.873
1.140	28.745	-0.025	0.067	-82.126
1.160	31.787	-0.021	0.067	-82.450
1.180	34.371	-0.024	0.067	-82.807
1.200	36.449	-0.015	0.067	-83.172
1.220	37.987	-0.014	0.067	-83.573
1.240	38.951	-0.008	0.067	-83.978
1.260	39.361	-0.002	0.067	-84.383
1.280	39.177	0.003	0.067	-84.773
1.300	38.391	0.006	0.067	-85.136
1.320	37.051	0.014	0.067	-85.471
1.340	35.178	0.019	0.067	-85.752
1.360	32.778	0.026	0.067	-85.967
1.380	29.866	0.027	0.067	-86.114
1.400	26.517	0.035	0.071	-86.209
1.420	22.771	0.033	0.071	-86.217
1.440	18.676	0.043	0.079	-86.197
1.460	14.301	0.042	0.079	-86.057
1.480	9.762	0.046	0.081	-85.898
1.500	5.059	0.047	0.082	-85.681
1.520	0.301	0.048	0.084	-85.445
1.540	-4.512	0.047	0.084	-85.178
1.560	-9.235	0.049	0.085	-84.917
1.580	-13.850	0.047	0.085	-84.649
1.600	-18.218	0.048	0.085	-84.426
1.620	-22.312	0.043	0.085	-84.228
1.640	-26.052	0.040	0.085	-84.091
1.660	-29.422	0.037	0.085	-84.012
1.680	-32.334	0.031	0.085	-83.975
1.700	-34.795	0.030	0.085	-114.765
1.720	-36.716	0.025	0.085	-114.445
1.740	-38.056	0.019	0.085	-114.089
1.760	-38.794	0.015	0.085	-113.675
1.780	-39.061	0.012	0.085	-113.256
1.800	-38.657	0.003	0.085	-112.820
1.820	-37.734	-0.002	0.085	-112.380
1.840	-36.203	-0.005	0.085	-111.953
1.860	-34.098	-0.018	0.085	-111.548
1.880	-31.521	-0.019	0.085	-85.257
1.900	-28.437	-0.026	0.085	-85.295
1.920	-24.944	-0.033	0.085	-85.272
1.940	-21.089	-0.036	0.085	-85.192
1.960	-16.912	-0.040	0.089	-85.067
1.980	-12.448	-0.043	0.092	-84.919
2.000	-7.793	-0.045	0.094	-84.733
2.020	-3.028	-0.047	0.096	-84.528
2.040	1.805	-0.049	0.098	-84.330
2.060	6.583	-0.048	0.098	-84.128
