--- Pendolo di torsione ---
Tempo.Forzante.Pendolo.Ampiezza.Fase
0.000	-32.095	0.004	0.035	-40.745
0.020	-34.576	-0.004	0.035	-43.863
0.040	-36.565	-0.002	0.035	-46.527
0.060	-37.960	-0.008	0.035	-49.276
0.080	-38.773	-0.009	0.035	-51.798
0.100	-39.047	-0.012	0.035	-54.125
0.120	-38.760	-0.009	0.035	-56.398
0.140	-37.919	-0.012	0.035	-58.607
0.160	-36.449	-0.012	0.035	-60.669
0.180	-34.453	-0.018	0.035	-62.612
0.200	-31.931	-0.025	0.035	-64.243
0.220	-28.930	-0.028	0.037	-65.564
0.240	-25.546	-0.031	0.039	-66.809
0.260	-21.690	-0.029	0.039	-67.937
0.280	-17.555	-0.031	0.040	-69.081
0.300	-13.152	-0.032	0.041	-70.135
0.320	-8.538	-0.040	0.049	-71.128
0.340	-3.801	-0.032	0.049	-71.886
0.360	1.019	-0.039	0.049	-72.808
0.380	5.763	-0.035	0.049	-73.589
0.400	10.445	-0.039	0.049	-74.400
0.420	15.005	-0.034	0.049	-75.138
0.440	19.312	-0.039	0.049	-75.916
0.460	23.324	-0.032	0.049	-76.634
0.480	27.036	-0.033	0.049	-77.392
0.500	30.317	-0.026	0.049	-78.122
0.520	33.134	-0.031	0.049	-78.861
0.540	35.472	-0.023	0.049	-79.564
0.560	37.276	-0.023	0.049	-80.244
0.580	38.541	-0.016	0.049	-80.896
0.600	39.204	-0.015	0.049	-81.492
0.620	39.313	-0.011	0.049	-82.045
0.640	38.849	-0.007	0.049	-82.535
0.660	37.803	-0.003	0.049	-82.954
0.680	36.203	0.001	0.049	-83.301
0.700	34.043	0.007	0.049	-83.564
0.720	31.425	0.006	0.049	-83.707
0.740	28.314	0.011	0.052	-83.820
0.760	24.767	0.011	0.052	-83.826
0.780	20.863	0.019	0.059	-83.802
0.800	16.659	0.020	0.060	-83.645
0.820	12.209	0.022	0.062	-83.440
0.840	7.567	0.025	0.065	-83.194
0.860	2.837	0.026	0.066	-82.897
0.880	-1.935	0.027	0.068	-82.587
0.900	-6.706	0.027	0.068	-82.245
0.920	-11.396	0.027	0.068	-81.935
0.940	-15.866	0.031	0.071	-81.645
0.960	-20.077	0.022	0.071	-81.354
0.980	-24.049	0.024	0.071	-81.161
1.000	-27.631	0.021	0.071	-80.982
1.020	-30.782	0.020	0.071	-80.853
1.040	-33.510	0.018	0.071	-80.764
1.060	-35.697	0.012	0.071	-80.725
1.080	-37.365	0.009	0.071	-80.728
1.100	-38.473	0.003	0.071	-80.759
1.120	-38.979	0.001	0.071	-80.812
1.140	-38.951	-0.004	0.071	-80.876
1.160	-38.343	-0.010	0.071	-80.944
1.180	-37.140	-0.014	0.071	-80.996
1.200	-35.376	-0.017	0.071	-81.024
1.220	-33.100	-0.026	0.071	-81.063
