--- Pendolo di torsione ---
Tempo.Forzante.Pendolo.Ampiezza.Fase
0.000	-35.267	0.004	0.028	21.239
0.020	-32.949	0.003	0.028	13.585
0.040	-30.146	0.004	0.028	5.830
0.060	-26.893	-0.000	0.028	-1.691
0.080	-23.235	0.000	0.028	-8.972
0.100	-19.229	-0.007	0.028	-15.730
0.120	-14.943	-0.005	0.028	-22.065
0.140	-10.418	-0.009	0.028	-27.754
0.160	-5.715	-0.006	0.028	-32.971
0.180	-0.971	-0.013	0.028	-37.669
0.200	3.821	-0.009	0.028	-42.057
0.220	8.511	-0.012	0.028	-45.997
0.240	13.111	-0.010	0.028	-49.690
0.260	17.534	-0.010	0.028	-53.091
0.280	21.663	-0.010	0.028	-56.272
0.300	25.498	-0.009	0.028	-59.246
0.320	28.978	-0.007	0.028	-62.035
0.340	31.985	-0.006	0.028	-64.607
0.360	34.521	-0.004	0.028	-67.049
0.380	36.545	-0.000	0.028	-69.294
0.400	38.069	0.003	0.028	-71.390
0.420	38.992	0.004	0.028	-73.302
0.440	39.354	0.008	0.028	-75.078
0.460	39.143	0.013	0.028	-76.612
0.480	38.350	0.010	0.028	-77.932
0.500	37.017	0.015	0.028	-79.272
0.520	35.109	0.015	0.028	-80.468
0.540	32.724	0.023	0.036	-81.503
0.560	29.805	0.023	0.036	-82.318
0.580	26.455	0.029	0.042	-83.058
0.600	22.743	0.024	0.042	-83.573
0.620	18.689	0.035	0.048	-84.136
0.640	14.342	0.031	0.048	-84.411
0.660	9.816	0.037	0.051	-84.702
0.680	5.134	0.033	0.051	-84.896
0.700	0.369	0.042	0.056	-85.157
0.720	-4.396	0.038	0.056	-85.204
0.740	-9.092	0.042	0.056	-85.336
0.760	-13.672	0.036	0.056	-85.405
0.780	-18.006	0.041	0.056	-85.548
0.800	-22.107	0.034	0.056	-85.617
0.820	-25.881	0.037	0.056	-85.755
0.840	-29.244	0.031	0.056	-85.834
0.860	-32.184	0.030	0.056	-85.958
0.880	-34.631	0.024	0.056	-86.043
0.900	-36.586	0.023	0.056	-86.128
0.920	-37.953	0.017	0.056	-86.176
0.940	-38.760	0.014	0.056	-86.190
0.960	-39.013	0.012	0.056	-86.142
0.980	-38.712	0.006	0.056	-86.035
1.000	-37.823	0.001	0.056	-85.849
1.020	-36.367	0.003	0.056	-85.561
1.040	-34.364	-0.005	0.056	-85.264
1.060	-31.835	-0.005	0.056	-84.814
1.080	-28.841	-0.010	0.056	-84.352
1.100	-25.416	-0.010	0.056	-83.769
1.120	-21.581	-0.019	0.061	-83.183
